Zone ID,FC Abbreviation,Zone Name,Christmas or New Years,Pack Date,Delivery Date,Custo Open Date / Time,Custo Close Date / Time,Dispatch Date / Time
f966f90d-6e95-449a-8894-f3e64e574197,LA,PHX: THURSDAY PM,New Years,1/5/2023,1/6/2023,"Friday, 12/30 - 02:00 PM","Tuesday, 01/03 - 11:00 AM","Tuesday, 01/03 - 03:00 PM"
215c70a2-2715-470c-ad71-faf1e354baa8,PNW,BDN: WEDNESDAY PM,New Years,1/4/2023,1/5/2023,"Friday, 12/30 - 03:00 PM","Monday, 01/02 - 12:00 PM","Monday, 01/02 - 06:00 PM"
7455aca5-1825-424f-aa3c-bb2d4ade3971,LA,SLC: Employee Warehouse Pickup,New Years,1/5/2023,1/6/2023,"Friday, 12/30 - 02:00 PM","Tuesday, 01/03 - 11:00 AM","Tuesday, 01/03 - 02:00 PM"
c4ac5edc-32b9-4eed-b3a0-0468307fc769,BWI,HAR: TUESDAY PM,New Years,1/2/2023,1/3/2023,"Thursday, 12/29 - 03:00 PM","Sunday, 01/01 - 12:00 PM","Sunday, 01/01 - 06:00 PM"
47dbdb81-355b-4999-82fe-235fda34db39,CHI,STL: THURSDAY PM,New Years,1/4/2023,1/5/2023,"Monday, 01/02 - 01:00 PM","Tuesday, 01/03 - 03:00 PM","Tuesday, 01/03 - 09:00 PM"
32a39f50-8819-4c9b-b6cb-61860d85c9d0,CHI,KCI: TUESDAY PM,New Years,1/2/2023,1/3/2023,"Thursday, 12/29 - 03:00 PM","Sunday, 01/01 - 12:00 PM","Sunday, 01/01 - 06:00 PM"
53f17c88-b3b0-4ea4-ab12-3c51cceff55a,BWI,CLE: TUESDAY PM,New Years,1/2/2023,1/3/2023,"Thursday, 12/29 - 03:00 PM","Sunday, 01/01 - 12:00 PM","Sunday, 01/01 - 06:00 PM"
3b5e41cd-7e0e-4b67-8830-99eb650f9cd3,LA,SAN: Employee Warehouse Pick Up,New Years,1/4/2023,1/5/2023,"Friday, 12/30 - 03:00 PM","Tuesday, 01/03 - 12:00 PM","Tuesday, 01/03 - 03:00 PM"
caa66307-4cb6-48cc-8203-24916e389fc7,BWI,BRX: TUESDAY PM,New Years,1/3/2023,1/4/2023,"Thursday, 12/29 - 03:00 PM","Sunday, 01/01 - 12:00 PM","Sunday, 01/01 - 06:00 PM"
f5b8ea03-8dbf-4761-96c2-a25eb54e46fd,CHI,SWM: Employee Warehouse Pick Up,New Years,1/3/2023,1/4/2023,"Friday, 12/30 - 02:00 PM","Monday, 01/02 - 11:00 AM","Monday, 01/02 - 05:00 PM"
cdeeb92a-786e-48c5-a89f-446229448a18,SAT,BTR: FRIDAY PM,New Years,1/5/2023,1/6/2023,"Monday, 01/02 - 01:00 PM","Wednesday, 01/04 - 12:00 PM","Wednesday, 01/04 - 06:00 PM"
7341c66a-4c03-4a8a-8c69-5d4111e69599,CHI,DAY: Employee Warehouse Pick Up,New Years,1/3/2023,1/4/2023,"Friday, 12/30 - 02:00 PM","Monday, 01/02 - 11:00 AM","Monday, 01/02 - 05:00 PM"
513206b8-4b80-422a-8509-7809e539cdeb,BWI,LIM: THURSDAY,New Years,1/5/2023,1/6/2023,"Monday, 01/02 - 01:00 PM","Tuesday, 01/03 - 03:00 PM","Tuesday, 01/03 - 09:00 PM"
8a2553b1-63eb-436c-9c99-0e2fcca775b3,PNW,SPK: TUESDAY PM,New Years,1/3/2023,1/4/2023,"Thursday, 12/29 - 03:00 PM","Sunday, 01/01 - 12:00 PM","Sunday, 01/01 - 06:00 PM"
53c25d18-d6cb-4cbe-876e-a7a6977dbb79,LA,PHX: TUESDAY PM,New Years,1/3/2023,1/4/2023,"Thursday, 12/29 - 02:00 PM","Sunday, 01/01 - 11:00 AM","Sunday, 01/01 - 03:00 PM"
203636c8-ef2c-40e3-a0e5-edf13a4ee3d6,PNW,BDN: TUESDAY PM,New Years,1/3/2023,1/4/2023,"Thursday, 12/29 - 03:00 PM","Sunday, 01/01 - 12:00 PM","Sunday, 01/01 - 06:00 PM"
fba43e76-0c24-4b21-b29a-69cd5b211127,LA,SLC: TUESDAY PM,New Years,1/3/2023,1/4/2023,"Thursday, 12/29 - 02:00 PM","Sunday, 01/01 - 11:00 AM","Sunday, 01/01 - 02:00 PM"
3ba657c7-7ca3-4902-8b21-d69f8dce8f80,LA,SBA: WEDNESDAY PM,New Years,1/4/2023,1/5/2023,"Friday, 12/30 - 03:00 PM","Monday, 01/02 - 12:00 PM","Monday, 01/02 - 03:00 PM"
15522e8f-d228-4d80-aa04-99b844748db0,BWI,EWR: Employee Warehouse Pick Up,New Years,1/3/2023,1/4/2023,"Thursday, 12/29 - 03:00 PM","Saturday, 12/31 - 12:00 PM","Saturday, 12/31 - 06:00 PM"
43f7f1d2-3405-49d7-814f-1a4f851433c3,CHI,SWM: TUESDAY PM,New Years,1/2/2023,1/3/2023,"Thursday, 12/29 - 02:00 PM","Sunday, 01/01 - 11:00 AM","Sunday, 01/01 - 05:00 PM"
0274b8e2-6ae4-41c1-a2f1-92aa8fbbb1d1,SAT,BTR: TUESDAY PM,New Years,1/2/2023,1/3/2023,"Thursday, 12/29 - 03:00 PM","Sunday, 01/01 - 12:00 PM","Sunday, 01/01 - 06:00 PM"
1175aef7-e7cd-4899-8a60-56f18c72b08a,CHI,DAY: WEDNESDAY PM,New Years,1/4/2023,1/5/2023,"Friday, 12/30 - 02:00 PM","Monday, 01/02 - 11:00 AM","Monday, 01/02 - 05:00 PM"
7fd2d5a7-7882-489f-a153-0c2f57e8fcfd,CHI,LOU: THURSDAY PM,New Years,1/5/2023,1/6/2023,"Monday, 01/02 - 12:00 PM","Tuesday, 01/03 - 02:00 PM","Tuesday, 01/03 - 08:00 PM"
7a1d9ceb-2b8f-447f-91a8-a9c4ccaea5a0,PNW,SPK: MONDAY PM,New Years,1/2/2023,1/3/2023,"Thursday, 12/29 - 03:00 PM","Saturday, 12/31 - 12:00 PM","Saturday, 12/31 - 06:00 PM"
51659bfb-a6c1-43c4-a30f-533899fcbc29,LA,PHX: WEDNESDAY PM,New Years,1/4/2023,1/5/2023,"Friday, 12/30 - 02:00 PM","Monday, 01/02 - 11:00 AM","Monday, 01/02 - 03:00 PM"
5a91624a-61ea-48c8-8fe0-61a9cdd95113,PNW,BDN: MONDAY PM,New Years,1/2/2023,1/3/2023,"Thursday, 12/29 - 03:00 PM","Saturday, 12/31 - 12:00 PM","Saturday, 12/31 - 06:00 PM"
ac30b44a-acf9-4f6f-934f-9700a6d12a77,LA,SLC: MONDAY PM,New Years,1/2/2023,1/3/2023,"Thursday, 12/29 - 02:00 PM","Saturday, 12/31 - 11:00 AM","Saturday, 12/31 - 02:00 PM"
42e4e2d6-15cd-4cad-a0f8-60ac37925297,CHI,STL: FRIDAY PM,New Years,1/5/2023,1/6/2023,"Monday, 01/02 - 01:00 PM","Wednesday, 01/04 - 12:00 PM","Wednesday, 01/04 - 06:00 PM"
b0459d03-6961-4235-86c3-13b9e9449d00,SAT,ATM: FRIDAY PM,New Years,1/5/2023,1/6/2023,"Monday, 01/02 - 01:00 PM","Wednesday, 01/04 - 12:00 PM","Wednesday, 01/04 - 06:00 PM"
f7496d9e-2681-4f43-a830-a3246e667352,BWI,BRX: THURSDAY PM,New Years,1/5/2023,1/6/2023,"Monday, 01/02 - 01:00 PM","Tuesday, 01/03 - 03:00 PM","Tuesday, 01/03 - 09:00 PM"
eb87e579-a380-4744-ba9c-2e35d2423569,CHI,SWM: FRIDAY PM,New Years,1/5/2023,1/6/2023,"Monday, 01/02 - 12:00 PM","Wednesday, 01/04 - 11:00 AM","Wednesday, 01/04 - 05:00 PM"
771cb403-4fb0-4d19-b287-d71b8cb32037,SAT,BTR: Employee Warehouse Pick Up,New Years,1/2/2023,1/3/2023,"Thursday, 12/29 - 03:00 PM","Sunday, 01/01 - 12:00 PM","Sunday, 01/01 - 06:00 PM"
c099ac81-c1ec-4260-bc15-b4f2a1776507,CHI,DAY: THURSDAY PM,New Years,1/5/2023,1/6/2023,"Monday, 01/02 - 12:00 PM","Tuesday, 01/03 - 02:00 PM","Tuesday, 01/03 - 08:00 PM"
e192972b-91bd-4e1e-9e6e-8a2763d1f349,CHI,LOU: WEDNESDAY PM,New Years,1/4/2023,1/5/2023,"Friday, 12/30 - 02:00 PM","Monday, 01/02 - 11:00 AM","Monday, 01/02 - 05:00 PM"
ebf2b9af-6d56-4989-8ff7-cb03ef0a90d9,PNW,SPK: Employee Warehouse Pick Up,New Years,1/3/2023,1/4/2023,"Thursday, 12/29 - 03:00 PM","Sunday, 01/01 - 12:00 PM","Sunday, 01/01 - 06:00 PM"
f79383bd-f80a-4322-8214-2a1c76284d0e,LA,PHX: Employee Warehouse Pickup,New Years,1/5/2023,1/6/2023,"Friday, 12/30 - 02:00 PM","Tuesday, 01/03 - 11:00 AM","Tuesday, 01/03 - 03:00 PM"
6045937b-2b87-4d21-9711-374a8b599736,PNW,BDN: THURSDAY PM,New Years,1/5/2023,1/6/2023,"Monday, 01/02 - 01:00 PM","Tuesday, 01/03 - 03:00 PM","Tuesday, 01/03 - 09:00 PM"
9f0bd76d-cbc4-4a61-8421-e1709e94b3f1,LA,SLC: THURSDAY PM,New Years,1/5/2023,1/6/2023,"Friday, 12/30 - 02:00 PM","Tuesday, 01/03 - 11:00 AM","Tuesday, 01/03 - 02:00 PM"
34e11f8d-ae17-4458-b519-bdbcbbb08ff5,LA,SBA: MONDAY PM,New Years,1/2/2023,1/3/2023,"Thursday, 12/29 - 03:00 PM","Saturday, 12/31 - 12:00 PM","Saturday, 12/31 - 03:00 PM"
01f5093a-f3bc-46ca-90a9-526c63601d8e,LA,MCE: FRIDAY PM,New Years,1/5/2023,1/6/2023,"Saturday, 12/31 - 03:00 PM","Wednesday, 01/04 - 12:00 PM","Wednesday, 01/04 - 03:00 PM"
734facf9-67ad-4f86-b0ba-b576967b248d,CHI,KCI: WEDNESDAY PM,New Years,1/3/2023,1/4/2023,"Friday, 12/30 - 03:00 PM","Monday, 01/02 - 12:00 PM","Monday, 01/02 - 06:00 PM"
354d7dca-bb36-4b64-bee6-e54163af72c5,PNW,SEA: Employee Warehouse Pick Up,New Years,1/2/2023,1/3/2023,"Thursday, 12/29 - 03:00 PM","Saturday, 12/31 - 12:00 PM","Saturday, 12/31 - 06:00 PM"
2d52ca73-91a7-4957-82d5-b4bab17d099b,BWI,HAR: FRIDAY PM,New Years,1/5/2023,1/6/2023,"Monday, 01/02 - 01:00 PM","Wednesday, 01/04 - 12:00 PM","Wednesday, 01/04 - 06:00 PM"
427038ad-54ab-4128-9bba-79daf0b31aa1,LA,SBA: TUESDAY PM,New Years,1/3/2023,1/4/2023,"Thursday, 12/29 - 03:00 PM","Sunday, 01/01 - 12:00 PM","Sunday, 01/01 - 03:00 PM"
56c677e8-d742-4e11-9319-2217422467c2,BWI,MOC: Employee Warehouse Pick Up,New Years,1/3/2023,1/4/2023,"Monday, 01/02 - 01:00 PM","Wednesday, 01/04 - 12:00 PM","Wednesday, 01/04 - 06:00 PM"
7ba06165-7dcd-4abf-a85d-54ed293ff34f,BWI,BRX: WEDNESDAY PM,New Years,1/4/2023,1/5/2023,"Friday, 12/30 - 03:00 PM","Monday, 01/02 - 12:00 PM","Monday, 01/02 - 06:00 PM"
bd19e048-5550-4103-a11d-5c3526c61b9c,SAT,BTR: THURSDAY PM,New Years,1/4/2023,1/5/2023,"Monday, 01/02 - 01:00 PM","Tuesday, 01/03 - 03:00 PM","Tuesday, 01/03 - 09:00 PM"
64eecab1-de5c-4cb7-8e5a-a83efc194b8a,CHI,DAY: TUESDAY PM,New Years,1/3/2023,1/4/2023,"Thursday, 12/29 - 02:00 PM","Sunday, 01/01 - 11:00 AM","Sunday, 01/01 - 05:00 PM"
d54a502a-639f-4d0c-8c9c-a0520537f596,CHI,LOU: MONDAY PM,New Years,1/2/2023,1/3/2023,"Thursday, 12/29 - 02:00 PM","Saturday, 12/31 - 11:00 AM","Saturday, 12/31 - 05:00 PM"
177fc982-b57d-4c51-8973-dc02137686e1,PNW,SPK: THURSDAY PM,New Years,1/5/2023,1/6/2023,"Monday, 01/02 - 01:00 PM","Tuesday, 01/03 - 03:00 PM","Tuesday, 01/03 - 09:00 PM"
30a2d623-b434-4ba5-a7b1-38d7ecd61c6d,LA,SLC: WEDNESDAY PM,New Years,1/4/2023,1/5/2023,"Friday, 12/30 - 02:00 PM","Monday, 01/02 - 11:00 AM","Monday, 01/02 - 02:00 PM"
8e964621-68f5-4257-b5ad-73093a102e88,BWI,CLE: THURSDAY PM,New Years,1/4/2023,1/5/2023,"Monday, 01/02 - 01:00 PM","Tuesday, 01/03 - 03:00 PM","Tuesday, 01/03 - 09:00 PM"
e1a5d2d4-35e3-410d-8edc-63b26bacef68,CHI,STL: Employee Warehouse Pick Up,New Years,1/3/2023,1/4/2023,"Friday, 12/30 - 03:00 PM","Monday, 01/02 - 12:00 PM","Monday, 01/02 - 06:00 PM"
ce06da9c-d997-4f7c-944a-c4c82d79d9d5,SAT,OKC: Employee Warehouse Pick Up,New Years,1/2/2023,1/3/2023,"Thursday, 12/29 - 03:00 PM","Sunday, 01/01 - 12:00 PM","Sunday, 01/01 - 06:00 PM"
3df49baa-7d51-4f13-a67c-e1066ee6d317,CHI,SWM: WEDNESDAY PM,New Years,1/3/2023,1/4/2023,"Friday, 12/30 - 02:00 PM","Monday, 01/02 - 11:00 AM","Monday, 01/02 - 05:00 PM"
a7021277-2170-479d-8bce-4732d95b0baa,PNW,SPK: WEDNESDAY PM,New Years,1/4/2023,1/5/2023,"Friday, 12/30 - 03:00 PM","Monday, 01/02 - 12:00 PM","Monday, 01/02 - 06:00 PM"
b06d9f71-c062-4c54-a5ef-6773ea946dea,LA,PHX: MONDAY PM,New Years,1/2/2023,1/3/2023,"Thursday, 12/29 - 02:00 PM","Saturday, 12/31 - 11:00 AM","Saturday, 12/31 - 03:00 PM"
02f2d6e1-9611-4018-bee7-00ad3d8ac3b0,BWI,HAR: THURSDAY PM,New Years,1/4/2023,1/5/2023,"Monday, 01/02 - 01:00 PM","Tuesday, 01/03 - 03:00 PM","Tuesday, 01/03 - 09:00 PM"
535abada-4473-4ade-b58f-b4acb41b16ca,CHI,KCI: FRIDAY PM,New Years,1/5/2023,1/6/2023,"Monday, 01/02 - 01:00 PM","Wednesday, 01/04 - 12:00 PM","Wednesday, 01/04 - 06:00 PM"
350f1bed-0e33-46ee-a9d6-589708ed957d,BWI,BOS: Employee Warehouse Pick Up,New Years,1/3/2023,1/4/2023,"Thursday, 12/29 - 03:00 PM","Sunday, 01/01 - 12:00 PM","Sunday, 01/01 - 06:00 PM"
4bba98c9-3a7c-4748-a7e8-3ad0f5fd115e,LA,MCE: THURSDAY PM,New Years,1/4/2023,1/5/2023,"Friday, 12/30 - 03:00 PM","Tuesday, 01/03 - 12:00 PM","Tuesday, 01/03 - 03:00 PM"
420076fe-2e4a-4837-a15c-d016dea89247,PNW,EUG: THURSDAY PM,New Years,1/5/2023,1/6/2023,"Monday, 01/02 - 01:00 PM","Tuesday, 01/03 - 03:00 PM","Tuesday, 01/03 - 09:00 PM"
22c48600-df8d-41e9-80be-8c811d3822b0,SAT,AUS: Employee Warehouse Pick Up,New Years,1/2/2023,1/3/2023,"Thursday, 12/29 - 03:00 PM","Sunday, 01/01 - 12:00 PM","Sunday, 01/01 - 06:00 PM"
f5bec5e3-007e-49c1-b344-6a882c562635,LA,RNO: MONDAY / TUESDAY PM LAX,New Years,1/2/2023,1/3/2023,"Thursday, 12/29 - 03:00 PM","Saturday, 12/31 - 12:00 PM","Sunday, 01/01 - 03:00 PM"
668efe94-aa68-4f1f-a24f-225ea062236e,CHI,DSM: TUESDAY PM,New Years,1/2/2023,1/3/2023,"Thursday, 12/29 - 03:00 PM","Sunday, 01/01 - 12:00 PM","Sunday, 01/01 - 06:00 PM"
de82d8aa-9ea4-40e1-87b2-4a20a65c82ac,BWI,RDU: TUESDAY PM,New Years,1/2/2023,1/3/2023,"Thursday, 12/29 - 03:00 PM","Sunday, 01/01 - 12:00 PM","Sunday, 01/01 - 06:00 PM"
99fba36c-3a79-46ef-a0d2-70fe3469a9ad,LA,SFO: WEDNESDAY PM LAX,New Years,1/3/2023,1/4/2023,"Friday, 12/30 - 03:00 PM","Monday, 01/02 - 12:00 PM","Monday, 01/02 - 03:00 PM"
8f759379-f86d-4e9d-8df6-7077e4271bbb,BWI,RDU: WEDNESDAY PM,New Years,1/3/2023,1/4/2023,"Friday, 12/30 - 03:00 PM","Monday, 01/02 - 12:00 PM","Monday, 01/02 - 06:00 PM"
a3791319-b79b-432f-b4a8-98b62f7d0fa0,LA,RNO: THURSDAY PM LAX,New Years,1/4/2023,1/5/2023,"Friday, 12/30 - 03:00 PM","Tuesday, 01/03 - 12:00 PM","Tuesday, 01/03 - 03:00 PM"
9c963f6a-ffcc-4516-a020-abee13ac1494,LA,SFO: THURSDAY PM LAX,New Years,1/4/2023,1/5/2023,"Friday, 12/30 - 03:00 PM","Tuesday, 01/03 - 12:00 PM","Tuesday, 01/03 - 03:00 PM"
d171e996-31c6-46bb-ad40-2150cdf6e686,BWI,RDU: THURSDAY PM,New Years,1/4/2023,1/5/2023,"Monday, 01/02 - 01:00 PM","Tuesday, 01/03 - 03:00 PM","Tuesday, 01/03 - 09:00 PM"
af6b3edf-dcdf-448a-a9ff-b4b0510cf802,LA,SFO: FRIDAY PM LAX,New Years,1/5/2023,1/6/2023,"Saturday, 12/31 - 03:00 PM","Wednesday, 01/04 - 12:00 PM","Wednesday, 01/04 - 03:00 PM"
c70e6102-a0a3-469b-9906-81c22e73fda1,BWI,RDU: FRIDAY PM,New Years,1/5/2023,1/6/2023,"Monday, 01/02 - 01:00 PM","Wednesday, 01/04 - 12:00 PM","Wednesday, 01/04 - 06:00 PM"
5ca2e696-9e77-41d4-a862-5a6e984ddec9,LA,SAC: Employee Warehouse Pick Up LAX,New Years,1/5/2023,1/6/2023,"Saturday, 12/31 - 03:00 PM","Wednesday, 01/04 - 12:00 PM","Wednesday, 01/04 - 03:00 PM"
e67c1cef-fa90-4733-94eb-270b3b8b003f,LA,NBY: MONDAY / TUESDAY PM LAX,New Years,1/2/2023,1/3/2023,"Thursday, 12/29 - 03:00 PM","Saturday, 12/31 - 12:00 PM","Sunday, 01/01 - 03:00 PM"
ad0d72fc-dcd7-4eee-b106-24fcf9f675f7,LA,NBY: WEDNESDAY PM LAX,New Years,1/3/2023,1/4/2023,"Friday, 12/30 - 03:00 PM","Monday, 01/02 - 12:00 PM","Monday, 01/02 - 03:00 PM"
fcb647e2-0190-40f0-b93e-e2a7999ea239,BWI,RIC: TUESDAY PM,New Years,1/2/2023,1/3/2023,"Thursday, 12/29 - 03:00 PM","Sunday, 01/01 - 12:00 PM","Sunday, 01/01 - 06:00 PM"
8872d8f0-e2ea-4815-84c4-9e8058e33820,LA,NBY: THURSDAY PM LAX,New Years,1/4/2023,1/5/2023,"Friday, 12/30 - 03:00 PM","Tuesday, 01/03 - 12:00 PM","Tuesday, 01/03 - 03:00 PM"
b2f19c2f-512d-4983-a6e3-59e3d778ee61,BWI,RIC: WEDNESDAY PM,New Years,1/3/2023,1/4/2023,"Friday, 12/30 - 03:00 PM","Monday, 01/02 - 12:00 PM","Monday, 01/02 - 06:00 PM"
6ad2186e-4ba7-4389-9c75-c88d3f7d972f,BWI,RIC: Employee Warehouse Pick Up,New Years,1/4/2023,1/5/2023,"Monday, 01/02 - 01:00 PM","Tuesday, 01/03 - 03:00 PM","Tuesday, 01/03 - 09:00 PM"
189f4e1e-e98c-4022-a403-043005ae2d5c,LA,EBY: Employee Warehouse Pick Up LAX,New Years,1/5/2023,1/6/2023,"Saturday, 12/31 - 03:00 PM","Wednesday, 01/04 - 12:00 PM","Wednesday, 01/04 - 03:00 PM"
b95feee5-3d3b-415c-8048-f4922f255c70,BWI,RIC: FRIDAY PM,New Years,1/5/2023,1/6/2023,"Monday, 01/02 - 01:00 PM","Wednesday, 01/04 - 12:00 PM","Wednesday, 01/04 - 06:00 PM"
10f8e2fe-d622-4ab6-b2b1-12eeffa4dc78,BWI,PIT: TUESDAY PM,New Years,1/2/2023,1/3/2023,"Thursday, 12/29 - 03:00 PM","Sunday, 01/01 - 12:00 PM","Sunday, 01/01 - 06:00 PM"
c2b44bf3-e3ec-4faf-a448-33d3a6b09406,BWI,PIT: WEDNESDAY PM,New Years,1/3/2023,1/4/2023,"Friday, 12/30 - 03:00 PM","Monday, 01/02 - 12:00 PM","Monday, 01/02 - 06:00 PM"
b7e997cf-b7ca-4b0e-abca-e4731e809cd9,SAT,CRP: THURSDAY PM,New Years,1/4/2023,1/5/2023,"Monday, 01/02 - 01:00 PM","Tuesday, 01/03 - 03:00 PM","Tuesday, 01/03 - 09:00 PM"
80b6b56c-2097-4a4e-a66e-8b5160bb48a0,CHI,BNA: TUESDAY PM,New Years,1/3/2023,1/4/2023,"Thursday, 12/29 - 03:00 PM","Sunday, 01/01 - 12:00 PM","Sunday, 01/01 - 06:00 PM"
2a53a587-da2c-45fe-8a1c-099db6441313,CHI,BNA: MONDAY PM,New Years,1/2/2023,1/3/2023,"Thursday, 12/29 - 03:00 PM","Saturday, 12/31 - 12:00 PM","Saturday, 12/31 - 06:00 PM"
4f334ffb-16b4-43e4-8aa9-2c1cf70c06e9,CHI,BNA: WEDNESDAY PM,New Years,1/4/2023,1/5/2023,"Friday, 12/30 - 03:00 PM","Monday, 01/02 - 12:00 PM","Monday, 01/02 - 06:00 PM"
8dc398a2-531e-485f-ad23-4f94224d73a1,CHI,BNA: THURSDAY PM,New Years,1/5/2023,1/6/2023,"Monday, 01/02 - 01:00 PM","Tuesday, 01/03 - 03:00 PM","Tuesday, 01/03 - 09:00 PM"
fe9940d0-2c44-4267-8fea-56f1b143f7a5,LA,SFO: Employee Warehouse Pick Up LAX,New Years,1/4/2023,1/5/2023,"Friday, 12/30 - 03:00 PM","Tuesday, 01/03 - 12:00 PM","Tuesday, 01/03 - 03:00 PM"
46782f0f-ba55-4089-9d08-3a2dedc73dc6,PNW,OLM: WEDNESDAY PM,New Years,1/4/2023,1/5/2023,"Friday, 12/30 - 03:00 PM","Monday, 01/02 - 12:00 PM","Monday, 01/02 - 06:00 PM"
8ad3a55f-db6e-40cc-84d6-bed31c630594,PNW,OLM: MONDAY PM,New Years,1/2/2023,1/3/2023,"Thursday, 12/29 - 03:00 PM","Saturday, 12/31 - 12:00 PM","Saturday, 12/31 - 06:00 PM"
e684a0b9-4b0f-44e7-847d-d03123046962,PNW,BLI: MONDAY PM,New Years,1/2/2023,1/3/2023,"Thursday, 12/29 - 03:00 PM","Saturday, 12/31 - 12:00 PM","Saturday, 12/31 - 06:00 PM"
72477012-0d39-43d3-af19-b7acf92e115f,PNW,OLM: TUESDAY PM,New Years,1/3/2023,1/4/2023,"Thursday, 12/29 - 03:00 PM","Sunday, 01/01 - 12:00 PM","Sunday, 01/01 - 06:00 PM"
8b9ac3b7-b798-4117-b5d0-470b5c3640b1,PNW,OLM: THURSDAY PM,New Years,1/5/2023,1/6/2023,"Monday, 01/02 - 01:00 PM","Tuesday, 01/03 - 03:00 PM","Tuesday, 01/03 - 09:00 PM"